,temperature,precipitation_sum,density_cells/ml
279,27.364516129032257,5.699999999999999,0.0
199,16.603225806451615,5.680645161290323,0.0
466,23.756666666666668,2.5866666666666664,0.0
556,24.98333333333333,1.7233333333333334,0.0
724,21.56,1.8033333333333332,0.0
501,20.4741935483871,4.929032258064517,0.0
462,24.738709677419354,3.293548387096774,0.0
404,24.248387096774195,4.551612903225807,6804.407303030303
261,25.887096774193548,1.0870967741935484,2736.299591408877
447,15.774193548387096,4.867741935483871,0.0
111,23.58,1.41,254.55229340538935
594,25.55806451612903,3.758064516129033,10780.524846679722
457,20.64333333333333,6.496666666666667,257893.6712033982
432,24.95483870967742,1.467741935483871,0.0
359,18.55161290322581,2.7806451612903227,0.0
573,18.31290322580645,4.793548387096774,0.0
561,18.048387096774192,3.893548387096774,0.0
312,12.193548387096774,2.0,0.0
107,21.04516129032258,1.4516129032258065,0.0
600,25.236666666666668,2.86,0.0
737,14.819354838709677,0.5225806451612903,0.0
442,22.30666666666667,1.8766666666666667,0.0
593,24.161290322580644,2.954838709677419,72397.41807238667
197,24.741935483870968,1.9774193548387096,0.0
524,15.36774193548387,2.6129032258064515,0.0
68,23.15806451612903,3.9129032258064513,0.0
616,15.51290322580645,3.454838709677419,0.0
482,14.606451612903228,1.0064516129032255,0.0
613,25.91935483870968,4.17741935483871,0.0
187,24.68064516129032,2.6516129032258067,0.0
386,24.067741935483877,1.5903225806451613,874.9702258064516
299,20.74,5.17,254853.3244818935
281,16.574193548387097,0.9451612903225808,0.0
282,26.97741935483871,0.9741935483870968,19934.46689314285
194,20.80967741935484,4.003225806451613,0.0
684,13.33548387096774,5.225806451612903,0.0
521,27.94193548387097,0.8387096774193549,6.254615384615385
224,22.973333333333336,2.67,5.325
587,27.151612903225807,3.596774193548387,0.0
51,19.96,1.8033333333333332,0.0
713,11.829032258064515,3.570967741935484,0.0
242,23.456666666666667,2.043333333333333,540.5136461744444
75,19.97,1.4800000000000002,0.0
219,25.39354838709677,1.6935483870967742,0.0
222,16.983870967741936,0.3032258064516128,0.0
568,25.32,1.7366666666666668,0.0
626,23.01935483870968,1.474193548387097,0.0
423,12.651612903225804,1.0,0.0
480,22.53548387096774,2.383870967741936,721.3877539359817
4,19.916666666666668,5.473333333333333,0.0
590,16.61935483870968,0.7483870967741936,0.0
510,23.796774193548387,2.616129032258064,0.0
248,25.05,1.5666666666666669,0.0
15,23.835483870967742,3.141935483870968,0.0
494,15.629032258064516,2.864516129032258,0.0
572,18.30322580645161,4.716129032258064,0.0
56,24.429032258064517,1.2967741935483872,0.0
348,15.7,8.493548387096775,0.0
433,24.870967741935484,1.4161290322580644,0.0
34,19.386666666666667,1.836666666666667,0.0
479,25.216129032258067,5.006451612903225,1257.0648624809876
170,21.84333333333333,1.7966666666666666,0.0
714,19.625806451612902,1.219354838709677,0.0
186,24.84193548387097,5.84516129032258,0.0
463,20.74333333333333,4.0633333333333335,0.0
85,23.358064516129037,4.354838709677419,4.5998803368125
628,13.425806451612903,3.167741935483871,0.0
451,18.89,2.1266666666666665,0.0
604,18.983870967741936,0.4419354838709677,0.0
115,25.041935483870965,3.716129032258064,0.0
757,19.703333333333333,2.05,0.0
189,23.33,3.333333333333333,170.6670709518
116,23.91935483870968,3.0903225806451613,0.0
538,24.58,2.68,0.0
532,22.94,2.31,10.873619047619048
57,23.636666666666667,1.1,0.0
360,21.006666666666668,5.763333333333334,1080.2483974358977
424,16.59032258064516,3.803225806451613,0.0
710,24.93548387096774,2.841935483870968,686.1633846153846
745,21.07333333333333,1.85,0.0
461,25.061290322580643,5.016129032258065,0.0
517,24.82333333333333,1.3066666666666669,134.7258297258297
560,16.261290322580646,0.2580645161290322,0.0
125,20.37741935483871,3.5870967741935487,0.0
46,19.266666666666666,5.383333333333334,0.0
256,26.32258064516129,3.3483870967741933,0.0
106,13.103225806451611,3.787096774193549,0.0
317,18.82,2.72,0.0
733,24.296666666666667,3.373333333333333,0.0
574,25.37,2.4366666666666665,0.0
559,23.113333333333333,1.7266666666666666,252.6574871794872
518,16.69677419354839,2.1096774193548384,0.0
456,22.816129032258065,4.029032258064516,0.0
344,21.49,3.8866666666666654,0.0
665,22.76,0.5166666666666667,0.0
421,23.15806451612903,1.0258064516129033,23601.174533008463
47,15.503225806451614,3.56774193548387,0.0
157,24.580645161290324,3.7064516129032254,0.0
513,21.0258064516129,5.390322580645161,0.0
734,25.9,1.8838709677419356,0.0
234,15.52258064516129,4.809677419354839,0.0
602,25.932258064516127,4.235483870967743,0.0
659,19.040000000000003,1.413333333333333,0.0
218,23.7,3.6766666666666663,161.41554166666666
383,14.619354838709675,5.309677419354839,0.0
607,26.206451612903223,2.9000000000000004,0.0
195,23.69333333333333,4.246666666666667,0.0
90,21.976666666666667,4.14,12.13639072025
162,25.596774193548388,2.8838709677419354,0.0
246,17.32903225806452,4.870967741935484,0.0
343,15.661290322580646,6.387096774193548,0.0
54,22.30333333333333,5.426666666666667,0.0
512,15.141935483870968,2.203225806451613,0.0
700,21.758064516129032,1.7161290322580645,223.34082543342308
16,20.71,3.48,0.0
382,12.44516129032258,4.470967741935484,0.0
156,24.97741935483871,4.625806451612903,0.0
416,21.453333333333333,1.2966666666666666,0.0
43,22.543333333333333,4.3100000000000005,0.0
506,15.251612903225809,2.5903225806451613,0.0
481,20.423333333333336,5.24,604.7870823197616
546,25.287096774193547,3.2451612903225806,382.0989184704333
422,21.006666666666668,1.52,0.0
297,25.94193548387097,3.203225806451613,0.0
305,23.55,5.776666666666667,0.0
489,17.693548387096776,2.229032258064516,0.0
648,23.96333333333333,1.8833333333333333,0.0
145,22.32258064516129,3.774193548387097,0.0
706,21.74333333333333,1.6866666666666668,0.0
198,20.336666666666662,5.726666666666668,0.0
622,13.27741935483871,2.109677419354839,0.0
454,22.05666666666667,6.613333333333333,111747.67176086476
289,18.216129032258067,5.625806451612903,0.0
660,13.44516129032258,1.5032258064516129,0.0
504,24.41290322580645,2.0516129032258066,0.0
742,19.426666666666662,1.336666666666667,40579.395796755
492,24.741935483870968,2.738709677419355,0.0
98,25.996774193548383,2.8774193548387097,233.8041923076923
509,25.58709677419355,1.5225806451612904,0.0
443,24.596774193548388,2.403225806451613,0.0
338,23.026666666666664,1.63,0.0
744,22.3,2.4225806451612906,0.0
303,26.10967741935484,3.593548387096774,0.0
736,21.53,1.0166666666666666,0.0
725,13.50967741935484,1.0870967741935482,0.0
636,19.98333333333333,2.333333333333333,267.5372857928639
277,27.55666666666667,1.8133333333333328,0.0
486,25.55483870967742,3.887096774193549,272.472875
321,25.05161290322581,0.8774193548387097,0.0
139,25.44193548387097,3.616129032258064,0.0
705,25.1,3.5935483870967744,1027.635
323,19.076666666666664,2.06,0.0
127,26.10322580645161,4.687096774193549,0.0
644,24.45483870967742,2.7580645161290325,0.0
620,23.148387096774197,2.003225806451613,0.0
458,12.63225806451613,2.5354838709677416,0.0
681,23.887096774193548,3.8451612903225807,0.0
448,20.953333333333333,3.4166666666666665,228306.27549801057
525,20.467741935483872,3.935483870967742,0.0
361,22.72903225806452,1.812903225806452,2195.480769230764
201,25.716129032258067,1.283870967741935,0.0
469,22.35333333333333,3.603333333333333,0.0
488,13.961290322580645,3.4935483870967743,0.0
591,25.09333333333333,4.943333333333333,22519.0832369136
188,19.32258064516129,5.590322580645162,0.0
615,23.166666666666668,5.156666666666666,0.0
657,24.141935483870967,1.2129032258064516,0.0
671,20.41333333333333,0.7866666666666667,0.0
128,25.75483870967742,3.429032258064516,0.0
686,23.346666666666668,4.85,0.0
122,22.816129032258065,3.719354838709677,0.0
9,23.67096774193548,3.412903225806452,0.0
647,15.551612903225807,1.7967741935483872,0.0
164,22.66,2.536666666666666,0.0
292,26.206451612903223,3.5580645161290323,0.0
719,17.177419354838708,3.9,0.0
631,25.948387096774194,1.1774193548387095,0.0
101,16.90967741935484,2.806451612903226,0.0
526,23.78333333333333,2.9733333333333336,23.25059459459459
351,22.51290322580645,1.6451612903225807,0.0
373,21.40322580645161,4.425806451612904,5537.6942
59,18.67096774193548,2.303225806451613,0.0
493,20.55,2.6533333333333333,0.0
48,20.796666666666667,7.1466666666666665,0.0
683,18.4,1.62,0.0
646,12.161290322580646,2.496774193548387,0.0
109,24.5,2.867741935483872,0.0
529,20.816666666666663,3.103333333333333,52.170575
666,14.170967741935485,2.135483870967742,0.0
133,23.64516129032258,2.096774193548387,0.0
239,20.33333333333333,4.013333333333333,0.0
709,21.066666666666663,3.27,212.22650000000004
76,14.27741935483871,1.6161290322580646,0.0
223,20.348387096774196,4.335483870967742,0.0
381,17.296666666666667,1.5133333333333332,0.0
150,25.432258064516127,3.412903225806452,0.0
625,23.33870967741936,4.125806451612903,0.0
318,12.54516129032258,4.090322580645161,0.0
500,15.329032258064515,4.858064516129032,0.0
578,15.551612903225807,2.074193548387097,0.0
6,17.141935483870967,5.306451612903226,0.0
553,21.896666666666665,1.3833333333333333,0.0
311,18.236666666666668,1.6566666666666667,0.0
18,16.383870967741935,4.683870967741935,0.0
191,27.370967741935484,2.238709677419355,207.9127725855
413,22.136666666666667,3.753333333333333,0.0
478,21.696666666666665,3.44,0.0
634,14.432258064516128,1.7580645161290325,0.0
280,22.926666666666662,1.9333333333333331,0.0
328,20.138709677419357,1.525806451612903,139.22521344396344
0,15.983870967741936,4.054838709677419,0.0
60,23.16333333333333,3.04,0.0
420,23.10322580645161,2.306451612903226,0.0
716,23.532258064516128,1.132258064516129,788.8723747940405
652,16.896774193548385,4.922580645161291,0.0
565,19.69333333333333,5.633333333333334,0.0
97,25.429032258064517,2.948387096774194,0.0
544,21.39333333333333,3.453333333333333,315.18190357173074
495,19.048387096774192,6.199999999999999,0.0
394,11.529032258064516,1.6064516129032258,0.0
339,23.638709677419357,2.8483870967741933,0.0
755,24.070967741935487,4.241935483870968,0.0
751,22.28,2.1533333333333333,23244.84236930736
269,23.57,0.6733333333333333,0.0
96,24.043333333333333,1.75,0.0
707,13.94516129032258,1.57741935483871,0.0
551,24.548387096774192,3.638709677419355,3063.2317631339265
55,24.31290322580645,2.032258064516129,4.61395233366435
350,22.029032258064515,2.7193548387096773,0.0
723,24.0258064516129,0.4806451612903226,3590.579257925818
682,24.11935483870968,3.264516129032258,1417.828117647059
259,21.503225806451614,1.3258064516129031,0.0
39,26.361290322580647,2.048387096774193,13.615384615399998
10,20.973333333333336,3.043333333333333,0.0
527,25.374193548387098,2.8096774193548386,5.572542857142857
304,25.12258064516129,3.3870967741935485,72309.44800961857
215,22.77,0.9633333333333332,0.0
313,14.612903225806452,5.838709677419355,0.0
298,23.87741935483871,4.725806451612903,0.0
371,18.070967741935483,3.6548387096774193,0.0
26,27.074193548387097,2.2838709677419358,357.3611111111111
576,25.470967741935485,1.0516129032258066,0.0
184,17.835483870967742,2.541935483870968,0.0
237,24.93870967741936,2.6548387096774198,3638.26070588232
376,13.348387096774196,1.964516129032258,0.0
88,14.348387096774196,1.4774193548387098,0.0
11,15.019354838709678,4.280645161290322,0.0
741,23.432258064516127,2.003225806451613,50237.39431698879
728,21.62258064516129,2.893548387096774,0.0
385,24.81290322580645,1.7580645161290325,63.87217647058824
268,25.6,2.0580645161290323,0.0
38,25.32258064516129,2.335483870967742,0.0
152,23.41,5.226666666666668,100719.90860729553
79,25.34193548387097,2.5580645161290323,9.31404347826087
429,10.63225806451613,3.835483870967742,0.0
241,21.325806451612905,4.887096774193548,0.0
249,26.325806451612905,3.274193548387097,0.0
689,22.40333333333333,4.203333333333334,0.0
698,21.74,3.29,0.0
345,23.506451612903227,2.035483870967742,59.64733542290001
545,25.106451612903225,2.3161290322580643,167.05307179484615
174,25.30967741935484,5.074193548387097,957.4480795826928
735,25.92258064516129,1.0612903225806452,0.0
567,21.654838709677417,1.303225806451613,0.0
24,18.60967741935484,2.2419354838709675,0.0
161,23.946666666666665,2.53,0.0
93,20.50333333333333,6.613333333333333,0.0
182,20.476666666666667,4.046666666666667,0.0
760,23.49333333333333,4.23,0.0
119,17.993548387096773,6.774193548387097,0.0
503,24.48064516129032,6.125806451612903,0.0
262,30.116129032258065,0.2806451612903226,0.0
266,25.386666666666667,1.68,0.0
58,15.690322580645162,1.1709677419354838,0.0
315,22.135483870967743,6.090322580645162,0.0
168,26.39032258064516,2.0935483870967744,0.0
81,22.78333333333333,5.1066666666666665,0.0
522,25.983870967741936,0.6483870967741936,46.37064
680,21.50333333333333,2.216666666666667,0.0
226,25.25483870967742,2.393548387096774,52.57031034482758
687,26.038709677419355,0.996774193548387,135.72177419354838
334,24.05806451612903,1.5548387096774194,5522.778588235295
609,20.66333333333333,5.576666666666667,0.0
221,21.16,3.453333333333333,100.80968421052631
726,17.706451612903226,3.8225806451612905,0.0
577,23.59,1.2066666666666666,3169.307294688667
664,24.467741935483872,0.7548387096774193,259.5570388349516
597,23.006666666666668,2.41,49702.333772421545
83,17.961290322580645,6.396774193548387,0.0
92,22.26774193548387,1.8838709677419356,63.65820462773684
301,22.31612903225807,4.961290322580646,0.0
19,20.540000000000003,3.58,923.85310653193
185,25.246666666666663,3.1333333333333333,0.0
227,20.74,1.7,217.30809375
209,24.73,1.4833333333333334,1169.2211538461506
333,24.212903225806453,2.674193548387097,5970.858357142858
231,26.364516129032257,2.403225806451613,0.0
508,21.45,6.906666666666666,0.0
428,19.39,1.73,0.0
314,20.76,2.1133333333333333,0.0
748,23.576666666666664,1.5633333333333332,0.0
238,25.251612903225805,3.4000000000000004,935.76164541744
137,24.186666666666667,2.48,0.0
25,23.28,1.68,0.0
595,24.65,4.723333333333334,7069.004518555452
674,22.34333333333333,3.63,0.0
340,21.76129032258065,2.9935483870967743,0.0
61,26.17096774193548,1.8064516129032255,58.97737394490088
307,14.24516129032258,4.074193548387097,0.0
158,20.686666666666667,6.19,0.0
523,22.71333333333333,0.9133333333333332,0.0
471,21.506451612903227,5.703225806451614,0.0
17,15.925806451612903,0.7451612903225807,0.0
67,23.18064516129032,3.325806451612903,88.66160714285715
586,27.176666666666662,2.42,0.0
564,26.22903225806452,3.3548387096774195,0.0
112,18.529032258064515,3.2193548387096773,0.0
635,15.86451612903226,3.167741935483871,0.0
516,25.796774193548387,0.6225806451612903,83.9418663946966
702,15.758064516129032,1.632258064516129,0.0
102,21.473333333333336,3.69,3.3073333333333337
415,25.34193548387097,2.0129032258064514,0.0
487,20.016666666666666,4.546666666666667,0.0
473,26.18064516129032,1.9806451612903224,0.0
557,26.20967741935484,2.9838709677419355,0.0
643,25.42258064516129,2.703225806451613,3498.585416666667
291,26.548387096774192,5.145161290322581,0.0
263,24.136666666666667,1.87,0.0
251,23.48,1.3299999999999998,1264.436404761905
611,22.40967741935484,4.180645161290323,0.0
596,24.9,1.5903225806451613,39284.861333212815
1,21.86,6.02,0.0
549,21.17419354838709,7.170967741935483,0.0
375,17.39333333333333,2.786666666666666,603.730962962963
711,24.89354838709677,2.22258064516129,0.0
580,24.416666666666668,3.523333333333333,0.0
367,25.374193548387098,1.9064516129032256,1415.4833846153847
402,22.936666666666667,1.403333333333333,0.0
619,24.106451612903225,2.57741935483871,0.0
2,23.796774193548387,5.0,0.0
95,16.96451612903226,1.058064516129032,0.0
535,20.60666666666667,1.6233333333333333,99.9775925925926
496,23.12333333333333,3.52,1841.5400202634285
629,21.083870967741937,2.2774193548387096,0.0
675,22.687096774193545,4.438709677419355,182.5526875
284,25.58709677419355,3.3870967741935485,98300.05060337868
211,20.19677419354839,1.596774193548387,0.0
410,17.296666666666667,3.1666666666666665,0.0
173,21.89333333333333,3.563333333333333,0.0
287,22.836666666666662,2.67,18932.53675778976
583,21.35,3.963333333333333,0.0
142,18.396774193548385,4.403225806451613,0.0
412,18.664516129032258,0.7741935483870968,0.0
192,20.866666666666667,3.273333333333333,779.53447518675
750,25.4,3.264516129032258,0.0
401,14.341935483870968,2.5193548387096776,0.0
229,18.038709677419355,4.132258064516129,0.0
677,18.433333333333334,2.7366666666666664,0.0
217,20.59032258064516,3.835483870967742,0.0
154,17.861290322580647,2.1516129032258067,0.0
430,18.06451612903226,3.990322580645161,0.0
403,24.59032258064516,1.7935483870967743,0.0
181,25.887096774193548,3.56774193548387,658.125
335,17.73,3.1766666666666667,0.0
630,24.39,0.8933333333333333,0.0
74,24.52258064516129,2.0806451612903225,0.0
414,22.138709677419357,1.8225806451612905,5308.41813148072
435,13.887096774193548,0.9129032258064516,0.0
764,13.89032258064516,2.2516129032258063,0.0
233,23.48,4.516666666666667,1528.4881666666663
20,24.177419354838708,4.658064516129032,0.0
653,22.17,5.283333333333333,0.0
673,19.141935483870967,3.2516129032258063,0.0
589,23.09333333333333,2.4433333333333334,2203.358660805652
30,16.22258064516129,3.138709677419355,0.0
290,25.386666666666667,2.6766666666666667,0.0
252,16.503225806451614,0.3032258064516129,0.0
69,19.52,4.216666666666667,0.0
87,19.386666666666667,4.036666666666666,0.0
114,24.53666666666667,2.9,0.0
548,15.203225806451613,1.7774193548387098,0.0
91,23.316129032258065,4.6,0.0
465,17.596774193548388,5.803225806451613,0.0
167,23.986666666666668,2.966666666666667,0.0
407,19.94,3.6166666666666663,6591.502363636363
320,23.65,0.88,0.0
763,21.56,6.106666666666667,85500.77395496766
585,20.76774193548387,5.887096774193548,0.0
77,17.103225806451615,3.980645161290323,0.0
566,13.47741935483871,3.625806451612903,0.0
531,20.280645161290323,4.183870967741936,0.0
598,15.729032258064516,4.996774193548387,0.0
257,19.946666666666665,4.333333333333333,0.0
255,26.364516129032257,3.7838709677419353,5572.7840625
497,26.006451612903227,4.225806451612903,42.88243257322223
130,15.564516129032258,1.3225806451612905,0.0
100,15.680645161290323,1.5838709677419356,0.0
171,16.348387096774193,1.7580645161290325,0.0
712,18.216666666666665,3.6166666666666663,0.0
668,22.866666666666667,2.13,0.0
453,20.141935483870967,3.838709677419355,0.0
727,22.453333333333333,4.553333333333333,0.0
200,21.51333333333333,6.163333333333333,0.0
202,24.05483870967742,2.396774193548387,0.0
455,22.925806451612903,3.987096774193548,161394.18117860073
633,20.040000000000003,2.036666666666666,0.0
136,17.306451612903224,4.119354838709677,0.0
520,24.446666666666665,4.543333333333334,50.131263157894736
569,25.606451612903225,1.2258064516129032,215.7618923494037
378,20.35,2.7,1.925142857142857
270,15.638709677419357,2.3741935483870966,0.0
606,23.23333333333333,3.3266666666666667,0.0
63,21.03666666666667,1.6233333333333335,0.0
393,17.526666666666664,3.8633333333333337,0.0
70,15.59032258064516,0.3483870967741935,0.0
534,25.26451612903226,2.2870967741935484,53.50883870967741
271,18.896774193548385,5.925806451612903,0.0
543,18.758064516129032,5.909677419354839,0.0
160,17.95483870967742,5.719354838709677,0.0
667,18.26774193548387,2.0806451612903225,0.0
169,25.07741935483871,3.1451612903225805,0.0
36,18.203225806451613,3.583870967741935,0.0
243,24.806451612903224,3.303225806451613,1029.01489007725
82,15.16451612903226,4.52258064516129,0.0
260,25.28,1.336666666666667,0.0
372,21.21333333333333,2.8866666666666663,2127.145571428572
22,20.30333333333333,2.103333333333333,0.0
337,14.396774193548389,1.970967741935484,0.0
308,20.543333333333333,4.663333333333333,0.0
738,27.85483870967742,1.8774193548387097,11418.11451523716
507,16.31290322580645,4.880645161290323,0.0
220,25.793548387096774,1.4516129032258065,492.1305294117648
13,22.72,2.533333333333333,0.0
731,11.503225806451614,4.306451612903226,0.0
584,13.496774193548386,5.232258064516128,0.0
511,21.023333333333333,2.183333333333333,0.0
177,14.809677419354838,1.238709677419355,0.0
276,13.829032258064515,4.551612903225807,0.0
547,20.066666666666663,4.136666666666667,0.0
476,16.16774193548387,1.8451612903225805,0.0
225,25.825806451612905,3.0354838709677416,0.0
632,24.01290322580645,2.735483870967742,0.0
216,15.65483870967742,2.403225806451613,0.0
29,13.748387096774191,2.674193548387097,0.0
180,28.0258064516129,0.9838709677419356,431.9800714285714
459,17.74516129032258,2.225806451612903,0.0
696,12.903225806451612,1.6161290322580644,0.0
638,21.23548387096774,2.2774193548387096,0.0
746,13.974193548387095,2.970967741935484,0.0
474,25.238709677419354,2.790322580645161,0.0
264,18.706451612903223,4.641935483870968,0.0
64,14.538709677419355,2.8709677419354844,0.0
704,25.16774193548387,2.419354838709677,0.0
214,26.14516129032258,0.7741935483870968,89.92713333333333
717,26.83225806451613,1.5032258064516129,0.0
703,23.546666666666667,1.84,0.0
175,22.60322580645161,3.196774193548387,908.2296131431508
398,20.596774193548388,2.061290322580645,1167.63438811185
172,18.003225806451614,4.067741935483871,0.0
332,20.82333333333333,3.55,1912.921705882353
32,24.038709677419355,4.216129032258064,0.0
31,24.040000000000003,7.06,0.0
235,18.967741935483872,6.780645161290322,0.0
374,21.33225806451613,4.635483870967741,0.0
397,21.96451612903226,3.829032258064516,487.9636198481212
408,23.874193548387098,2.8451612903225807,5242.526529411764
685,15.93225806451613,6.1,0.0
418,14.619354838709675,4.464516129032258,0.0
389,15.716129032258063,4.800000000000001,0.0
729,22.84193548387097,2.970967741935484,0.0
550,23.256666666666668,2.0933333333333333,2331.941006771
265,18.570967741935487,5.048387096774194,0.0
14,25.238709677419354,2.670967741935484,0.0
94,16.261290322580646,4.267741935483872,0.0
528,25.741935483870968,1.361290322580645,0.0
391,22.151612903225807,5.203225806451614,148.84079242291304
78,23.01333333333333,3.02,0.0
603,23.59333333333333,1.5599999999999998,39474.432612064265
387,21.49,3.5,0.0
183,14.290322580645162,3.3806451612903223,0.0
449,22.725806451612904,4.0935483870967735,0.0
380,22.86774193548387,2.3096774193548386,4.710636363636364
491,25.061290322580643,4.764516129032258,0.0
190,26.461290322580645,2.7838709677419358,230.0925925923333
754,22.0,4.076666666666666,125117.5092741712
621,19.326666666666664,1.91,0.0
364,13.106451612903228,1.6612903225806452,0.0
135,15.119354838709675,2.8193548387096774,0.0
245,21.93,2.4766666666666666,1807.3115873016
274,24.516129032258064,1.929032258064516,0.0
147,15.829032258064515,4.377419354838709,0.0
105,18.53,5.28,0.0
294,19.15806451612903,0.5161290322580645,0.0
324,13.783870967741937,1.596774193548387,0.0
539,26.55806451612903,2.2419354838709675,0.0
691,16.774193548387096,5.293548387096774,0.0
676,22.870967741935484,3.512903225806452,0.0
110,28.32258064516129,0.7548387096774194,0.0
5,14.21935483870968,3.306451612903226,0.0
144,24.53548387096774,3.064516129032258,0.0
103,24.906451612903226,2.7516129032258063,33.821333333333335
210,16.980645161290322,2.0193548387096776,0.0
446,15.148387096774194,2.003225806451613,0.0
41,14.98709677419355,3.761290322580645,0.0
362,23.287096774193547,1.4548387096774194,0.0
649,24.4741935483871,2.7096774193548385,0.0
377,16.870967741935484,4.72258064516129,0.0
254,24.076666666666664,1.1266666666666667,2023.2345384615385
146,19.773333333333333,2.28,0.0
637,23.516129032258064,4.390322580645161,0.0
86,23.661290322580644,3.4322580645161294,27.116381534526315
542,14.974193548387095,5.448387096774193,0.0
431,22.94,3.936666666666667,0.0
65,19.951612903225808,2.174193548387097,0.0
715,23.18,2.7666666666666666,0.0
205,21.18064516129032,5.051612903225807,0.0
44,23.36774193548387,5.877419354838709,0.0
27,24.677419354838708,2.838709677419355,0.0
80,25.55806451612903,1.7193548387096775,0.0
437,21.9741935483871,1.6516129032258065,520531.8787831557
113,17.03548387096774,3.4096774193548387,0.0
204,15.290322580645162,1.9806451612903224,0.0
519,20.04516129032258,1.7516129032258063,0.0
720,15.63225806451613,6.135483870967742,0.0
670,23.26774193548387,1.8064516129032255,0.0
624,21.746666666666663,3.856666666666667,0.0
411,10.816129032258065,4.016129032258065,0.0
743,23.50967741935484,3.741935483870968,8273.786467073336
740,21.90967741935484,2.990322580645161,4736.0228665740415
8,24.32903225806452,5.716129032258064,0.0
73,23.993548387096773,4.829032258064516,13.23425
400,12.85483870967742,2.512903225806452,0.0
118,14.75483870967742,1.6709677419354838,0.0
701,20.48,0.8766666666666667,0.0
206,24.273333333333333,4.586666666666667,98.33333333333331
