,density_cells/ml,m_avg_dissolved_oxygen,temp_diff
0,-0.20614504467388362,2.9646491009988796,-0.31691961605679825
1,-0.22647961547469841,-0.45780041059744914,0.7372016262540114
2,-0.22792716448116132,-0.2076813517227844,0.14040079075389064
3,-0.22508917738983222,2.845101871830016,-0.20655818629157588
4,-0.22792589292069113,2.287582245107403,0.38738452113778743
5,-0.22694544888735207,-0.04006602032526006,0.4039113135054828
6,-0.2277122241306366,0.6204379588451819,-1.060546121298659
7,-0.22675103245811984,-0.6063071200563023,-0.7088314955772543
8,-0.09933917490170643,-0.803764316935762,-0.9810283223308579
9,0.07131400288946425,0.9165030590562543,-0.2072188630808509
10,1.5944770132808843,-0.7776756051043118,-0.749750609272827
11,-0.21463302622953398,2.9646491009988796,-0.31691961605679825
12,-0.2191736719627291,-0.45780041059744914,0.7372016262540114
13,-0.22767730573548048,-0.9147875062536833,0.3452337560990963
14,-0.22789039908226102,-0.2076813517227844,0.14040079075389064
15,-0.22709895859567333,-0.24615291743508738,0.5914653662843311
16,-0.22776300219384873,0.021465274216709795,-0.18293107018333385
17,-0.22794107707574632,-0.5118133456274613,-0.1429498667966007
18,-0.22785314098262405,0.8178638644003148,0.7964396351110605
19,-0.22784985166457988,2.845101871830016,-0.20655818629157588
20,-0.22791868888573055,0.34316415854402227,-0.06773791483413932
21,-0.227516791509746,0.22498905817888712,0.005125934707196951
22,-0.2277049715504195,2.414973058031877,0.5260259460001222
23,-0.2271278679241878,-0.5080613020490407,-0.4148994328006829
24,-0.2256952782824841,-0.6853969001895612,-0.33015371415966566
25,-0.22787434943443202,-0.04006602032526006,0.4039113135054828
26,-0.22520668056904852,0.29611296117642205,-0.9861755556440277
27,-0.2240685446355349,0.056490066168363134,-0.999725299554918
28,-0.22434523440388313,0.6204379588451819,-1.060546121298659
29,-0.22672967795536242,-0.6063071200563023,-0.7088314955772543
30,-0.20001730217281477,-0.803764316935762,-0.9810283223308579
31,-0.21604469147463104,0.9165030590562543,-0.2072188630808509
32,0.24920655731214122,-0.7776756051043118,-0.749750609272827
33,-0.22603357997443257,2.9646491009988796,-0.31691961605679825
34,-0.22012329521348734,-0.45780041059744914,0.7372016262540114
35,-0.22789775216204108,-0.2076813517227844,0.14040079075389064
36,-0.2279518855453521,0.8178638644003148,0.7964396351110605
37,-0.2278472485483558,0.22498905817888712,0.005125934707196951
38,-0.22628893598156455,-0.6063071200563023,-0.7088314955772543
39,-0.2273521453337966,-0.45780041059744914,0.7372016262540114
40,-0.22786349131091233,-0.9147875062536833,0.3452337560990963
41,-0.22784983319949476,-0.24615291743508738,0.5914653662843311
42,-0.22736041165777676,0.021465274216709795,-0.18293107018333385
43,-0.22767602459270542,-0.5118133456274613,-0.1429498667966007
44,-0.22791107783453826,0.8178638644003148,0.7964396351110605
45,-0.22743682854289413,2.845101871830016,-0.20655818629157588
46,-0.22790271836554554,0.34316415854402227,-0.06773791483413932
47,-0.22764477982231937,0.22498905817888712,0.005125934707196951
48,-0.22787068170751415,2.414973058031877,0.5260259460001222
49,-0.22673570764953585,-0.5080613020490407,-0.4148994328006829
50,-0.22268093601322989,-0.6853969001895612,-0.33015371415966566
51,-0.22792812404727147,2.287582245107403,0.38738452113778743
52,-0.22740866805711824,-0.04006602032526006,0.4039113135054828
53,-0.22298532518158803,0.29611296117642205,-0.9861755556440277
54,-0.18437401349279012,0.056490066168363134,-0.999725299554918
55,-0.22283323421905846,0.6204379588451819,-1.060546121298659
56,-0.15938658113475812,-0.6063071200563023,-0.7088314955772543
57,-0.0849807604177495,-0.803764316935762,-0.9810283223308579
58,-0.11164639144670735,0.9165030590562543,-0.2072188630808509
59,1.5814821260591747,-0.7776756051043118,-0.749750609272827
60,-0.22794187064072138,-0.2076813517227844,0.14040079075389064
61,-0.22655370545124895,-0.24615291743508738,0.5914653662843311
62,-0.22191920262518205,0.021465274216709795,-0.18293107018333385
63,-0.2279581505487897,-0.5118133456274613,-0.1429498667966007
64,-0.22763150692404785,0.8178638644003148,0.7964396351110605
65,-0.22761694436085794,2.845101871830016,-0.20655818629157588
66,-0.2278301728938596,2.414973058031877,0.5260259460001222
67,-0.22792205560713868,-0.5080613020490407,-0.4148994328006829
68,-0.2272838086039926,-0.6853969001895612,-0.33015371415966566
69,-0.2277087016726011,-0.04006602032526006,0.4039113135054828
70,-0.2245344102416733,0.29611296117642205,-0.9861755556440277
71,-0.22490492771381457,0.056490066168363134,-0.999725299554918
72,-0.1972749394422059,-0.7399970681472648,0.07759063289181463
73,-0.22291555189045345,-0.3976252781219589,-0.34759031479406705
74,-0.22607488824236047,0.4508613319407558,-1.4757191780507706
75,-0.22353970778963655,0.5775911954636364,1.20067520750161
76,-0.2177074447390521,0.014815168080744817,1.5304449550135626
77,-0.22545010992405476,-0.35936492884886073,0.8561210788908981
78,-0.22786351508105823,-0.5435614066756363,0.3860272483346432
79,-0.22777388733715984,-0.4124348940909133,0.4985805520681835
80,-0.22783716278465346,-0.10515443731701574,0.47774654803257216
81,-0.22770763249570128,-0.6733694434224984,0.36370283695236966
82,-0.2273929393049993,-0.401670195258854,-0.6327602750123148
83,-0.22777437042124032,-0.4169364954206836,0.9569912710146995
84,-0.22786365341360587,-0.4181434465018539,0.6877547989882397
85,-0.22755097887238354,-0.12327281167111204,0.4667194566070806
86,-0.22775799172101402,-0.4286483910972249,0.16334786789323485
87,-0.22788940953884934,-0.05156714138362112,1.4187182869722619
88,-0.2230208114935169,-0.3819349140667452,0.28217754536170264
89,-0.2273465675173413,-0.9844820307432984,0.43179497857713295
90,-0.18195142864896208,-0.3423608449629885,-0.9421182347937358
91,-0.22357930805531107,-0.48842320216583224,-0.035272891080502904
92,-0.1931099301419921,-1.039723253304554,0.6545676644155337
93,-0.22571534393052245,-0.6446191958043079,1.0394582955565337
94,-0.1983727608893131,-0.8521429394393378,-0.3316329640938107
95,-0.21564463873158526,-0.7072082304421387,-0.7876704162053724
96,0.059811912104558704,-0.7544134282834657,-0.7743877719691143
97,2.488711569833428,-0.49074417784094515,-0.7082353600715603
98,0.08355175447167232,-0.7818883285895505,0.04560127342252574
99,-0.22565665200497675,0.014815168080744817,1.5304449550135626
100,-0.2265656732142259,-0.35936492884886073,0.8561210788908981
101,-0.22786351508105823,-0.5435614066756363,0.3860272483346432
102,-0.21952275030894666,-0.568523027155774,0.4257634056361028
103,-0.21760801276890804,-0.4124348940909133,0.4985805520681835
104,-0.19023673001314903,0.404695453085992,-0.49395258962615973
105,-0.22771794485115293,-0.10515443731701574,0.47774654803257216
106,-0.20305631409858155,-0.6733694434224984,0.36370283695236966
107,-0.22753314382738532,-0.401670195258854,-0.6327602750123148
108,-0.2278255613894997,0.1465703958995536,1.3455288400208323
109,-0.22495362990157186,-0.4169364954206836,0.9569912710146995
110,-0.2272959594309055,-0.4181434465018539,0.6877547989882397
111,-0.22770107289304128,-0.12327281167111204,0.4667194566070806
112,-0.21907840823870084,-0.4286483910972249,0.16334786789323485
113,-0.22646618867446253,0.12576682313294316,-0.3731947863814598
114,-0.22786430267144075,-0.10312921431640777,1.0266959392281467
115,-0.22736312426147318,-0.5911397681362623,1.3946563462012298
116,-0.2245736882630526,-0.21785788501331227,0.49803780580174906
117,-0.2265412825384496,0.3244730583465085,0.9626312318329943
118,-0.21672678806218743,-0.05156714138362112,1.4187182869722619
119,-0.2000272864332654,0.08475283731910088,0.5873754025165681
120,-0.22737381086805775,-0.28805136210999893,-0.23439013394018512
121,-0.22250856002671116,-0.48935356029090105,0.5842202876100091
122,-0.21310834544198232,-0.3819349140667452,0.28217754536170264
123,-0.2272798706531278,-0.8476168728849492,0.38794097879326506
124,-0.20409669424810484,-0.9844820307432984,0.43179497857713295
125,-0.2137597675746515,-0.642022979017294,-0.4546841482708951
126,-0.19529735677605595,-0.3423608449629885,-0.9421182347937358
127,-0.21130388579095252,-0.48842320216583224,-0.035272891080502904
128,-0.22760956379413017,-0.2260313186961484,0.9548043924286707
129,-0.21755619093098805,-0.5071954458386358,1.4538736021447511
130,-0.1856965050861471,-0.7138464613885753,1.2660203228568396
131,0.6062308596445518,-1.039723253304554,0.6545676644155337
132,3.1876653345469323,-0.6446191958043079,1.0394582955565337
133,-0.20883552704168626,-1.0409302043857243,1.381412654000854
134,0.1103755312292937,-0.8521429394393378,-0.3316329640938107
135,0.2698330358035898,-0.7072082304421387,-0.7876704162053724
136,3.966177937443816,-0.7544134282834657,-0.7743877719691143
137,1.5552894135557924,-0.49074417784094515,-0.7082353600715603
138,1.2774876079271018,-0.7818883285895505,0.04560127342252574
139,-0.22235909205871374,-0.7399970681472648,0.07759063289181463
140,-0.2232018428427235,-0.3976252781219589,-0.34759031479406705
141,-0.20292007454456504,0.4508613319407558,-1.4757191780507706
142,-0.21047646166173203,-0.35936492884886073,0.8561210788908981
143,-0.2226367729597507,-0.5435614066756363,0.3860272483346432
144,-0.22770726631450405,-0.568523027155774,0.4257634056361028
145,-0.22624407126135604,-0.4124348940909133,0.4985805520681835
146,-0.2268581693035958,0.404695453085992,-0.49395258962615973
147,-0.15663238343162664,-0.6446191958043079,1.0394582955565337
148,-0.22561814164463675,-0.7399970681472648,0.07759063289181463
149,-0.18763143418912362,-0.3976252781219589,-0.34759031479406705
150,-0.22105360884007974,0.4508613319407558,-1.4757191780507706
151,-0.21540446249606324,-0.35936492884886073,0.8561210788908981
152,-0.2221438542493541,-0.6446191958043079,1.0394582955565337
153,-0.21193640598548796,-0.8521429394393378,-0.3316329640938107
154,-0.20211686447914565,-0.7072082304421387,-0.7876704162053724
155,-0.1926498150174328,-0.7544134282834657,-0.7743877719691143
156,-0.15987483683052972,-0.7818883285895505,0.04560127342252574
157,-0.2175371497860459,-0.7399970681472648,0.07759063289181463
158,-0.22580889174030574,-0.3976252781219589,-0.34759031479406705
159,-0.2260264394162638,0.4508613319407558,-1.4757191780507706
160,-0.2276031470740851,0.5775911954636364,1.20067520750161
161,-0.22544182463549864,0.014815168080744817,1.5304449550135626
162,-0.2270342097960978,-0.35936492884886073,0.8561210788908981
163,-0.22743244356589803,-0.5435614066756363,0.3860272483346432
164,-0.22744324966916651,-0.568523027155774,0.4257634056361028
165,-0.2269514055759724,-0.4124348940909133,0.4985805520681835
166,-0.21736887538411037,0.404695453085992,-0.49395258962615973
167,-0.22603399154045756,-0.10515443731701574,0.47774654803257216
168,-0.22401652599773686,-0.6733694434224984,0.36370283695236966
169,-0.2275243810447362,-0.401670195258854,-0.6327602750123148
170,-0.22689102836336764,0.1465703958995536,1.3455288400208323
171,-0.22725472653835582,-0.4169364954206836,0.9569912710146995
172,-0.22751925468636733,-0.4181434465018539,0.6877547989882397
173,-0.2262901298928724,-0.12327281167111204,0.4667194566070806
174,-0.22577533009003836,-0.4286483910972249,0.16334786789323485
175,-0.2272631858547852,0.12576682313294316,-0.3731947863814598
176,-0.22793579466045466,-0.10312921431640777,1.0266959392281467
177,-0.22709952044892087,-0.5911397681362623,1.3946563462012298
178,-0.22530474756509228,-0.21785788501331227,0.49803780580174906
179,-0.21894436848621607,0.3244730583465085,0.9626312318329943
180,-0.22594744291299027,-0.05156714138362112,1.4187182869722619
181,-0.2118779538632437,0.08475283731910088,0.5873754025165681
182,-0.22166295289021354,-0.28805136210999893,-0.23439013394018512
183,-0.14042172475557108,-0.48935356029090105,0.5842202876100091
184,-0.21533528144669806,-0.3819349140667452,0.28217754536170264
185,-0.2239026194850326,-0.8476168728849492,0.38794097879326506
186,-0.22625667244364442,-0.9844820307432984,0.43179497857713295
187,-0.2230391892999404,-0.642022979017294,-0.4546841482708951
188,-0.21560011529810022,-0.3423608449629885,-0.9421182347937358
189,-0.19809266943584547,-0.48842320216583224,-0.035272891080502904
190,-0.22741277664484272,-0.2260313186961484,0.9548043924286707
191,-0.2266673858127706,-0.5071954458386358,1.4538736021447511
192,-0.21962240530457214,-0.7138464613885753,1.2660203228568396
193,-0.18778480453940377,-1.039723253304554,0.6545676644155337
194,-0.19475618065582342,-0.6446191958043079,1.0394582955565337
195,1.0396039438365128,-1.0409302043857243,1.381412654000854
196,0.011936221790932702,-0.8521429394393378,-0.3316329640938107
197,-0.048501421951447,-0.7072082304421387,-0.7876704162053724
198,-0.03273697983557962,-0.7544134282834657,-0.7743877719691143
199,4.881135211287491,-0.49074417784094515,-0.7082353600715603
200,1.0128898152462902,-0.7818883285895505,0.04560127342252574
201,-0.22540064626873582,-0.10515443731701574,0.47774654803257216
202,-0.21584336160938697,-0.6733694434224984,0.36370283695236966
203,-0.15155105547681647,-0.401670195258854,-0.6327602750123148
204,-0.22346884553609994,0.1465703958995536,1.3455288400208323
205,-0.2059341517748731,-0.4169364954206836,0.9569912710146995
206,-0.22513519086949257,-0.4181434465018539,0.6877547989882397
207,-0.22027496385172915,-0.12327281167111204,0.4667194566070806
208,-0.21640890118021058,-0.4286483910972249,0.16334786789323485
209,-0.2243577046122242,0.12576682313294316,-0.3731947863814598
210,-0.22791779616233104,-0.10312921431640777,1.0266959392281467
211,-0.22755872980612368,-0.5911397681362623,1.3946563462012298
212,-0.22661689541825744,-0.21785788501331227,0.49803780580174906
213,-0.20207986108497408,0.3244730583465085,0.9626312318329943
214,-0.2242583715101775,-0.05156714138362112,1.4187182869722619
215,-0.22744954739578804,0.08475283731910088,0.5873754025165681
216,-0.22077462464939682,-0.28805136210999893,-0.23439013394018512
217,-0.21902953672338585,-0.48935356029090105,0.5842202876100091
218,-0.2168799778996942,-0.3819349140667452,0.28217754536170264
219,-0.20857006250527627,-0.8476168728849492,0.38794097879326506
220,-0.20785786068394685,-0.9844820307432984,0.43179497857713295
221,-0.18219715721384333,-0.642022979017294,-0.4546841482708951
222,-0.2112558392541087,-0.3423608449629885,-0.9421182347937358
223,-0.2186674215327064,-0.48842320216583224,-0.035272891080502904
224,-0.15832698000462653,-0.2260313186961484,0.9548043924286707
225,-0.06824115728188714,-0.5071954458386358,1.4538736021447511
226,-0.14961741986393623,-0.7138464613885753,1.2660203228568396
227,1.6706589439374426,-0.49074417784094515,-0.7082353600715603
228,0.2326095497118647,-0.7818883285895505,0.04560127342252574
229,-0.20231634028422335,0.48988608356526203,-0.31635078201553496
230,-0.2033433253238251,0.6835011528363295,-0.5550099058734799
231,-0.22717035577543646,1.1714111273994197,-0.9438486040800975
232,-0.22615558750057863,2.034381150436178,-1.48488069689056
233,-0.17988070492995945,1.1813684738190744,-0.595500547174334
234,-0.21196998895024613,0.22214410205898574,-0.9779121594601805
235,-0.1721792854664843,-0.1462777154682458,-0.9309944322385563
236,-0.2277855888823899,1.8927655569121973,-0.3394882913303079
237,-0.22783052317202238,1.9865858876218347,-0.40615859594843434
238,-0.22762954456047468,3.06256936591758,-1.1742953403726133
239,-0.227686492523745,0.911192474299105,-1.104911377254606
240,-0.22489554624999847,-0.3854287198280277,-1.2130081970883657
241,-0.2277248069097386,1.3937918641050464,-1.5038620239765688
242,-0.2271694428403855,0.7830746170328785,-1.0730330310875846
243,-0.2268169293029446,0.41188686994463186,-1.3710355816139772
244,-0.22795314390074342,1.0816369565047532,-0.16610999732476045
245,-0.22693507548742942,1.2029427243949935,-0.9609874998688188
246,-0.2277458767036828,-0.08845523011902182,-1.2732198441355842
247,-0.2279226087023649,1.6897463271336772,-0.6694120352631963
248,-0.2252105734353232,1.018178629719175,-1.419452962217116
249,-0.22112621663167253,1.6811573879705253,-1.3860321154291095
250,-0.21733943432686123,1.2231893287816253,-1.4154681689462383
251,-0.2255247745870488,3.2502837854584823,-0.6854797500651217
252,-0.21597674646392104,-0.1838361274020317,-1.1773209568440879
253,-0.21918004740693245,-0.5019762570148071,-0.3296334262517929
254,-0.22099541582022422,-0.9789015398927224,-0.6522731394744741
255,-0.22602525760849979,0.5040736751958812,-0.9776601168750525
256,-0.1723195863455422,-0.7584828418904765,-1.300374573760908
257,2.3539029768009776,-0.8532493112637439,-1.1878636328720185
258,-0.1936865543919677,-0.82171771426817,-0.958630901697869
259,-0.19465033524061806,-0.8383132916342616,-0.7658183240747533
260,1.3038332780328823,-0.3885731450131817,-0.9629545776809326
261,0.16287547096553034,0.20645373800377192,-0.07925947760189865
262,0.23332123945709993,-0.8695895720549726,-0.12383483912722255
263,1.1868853387077238,0.3797147418928229,-0.8979118531305891
264,-0.2277855888823899,1.8927655569121973,-0.3394882913303079
265,-0.22705634433901004,1.9865858876218347,-0.40615859594843434
266,-0.224952593765474,3.06256936591758,-1.1742953403726133
267,-0.22697451643350358,0.911192474299105,-1.104911377254606
268,-0.05436303311536357,-0.3854287198280277,-1.2130081970883657
269,-0.18754921074294809,1.3937918641050464,-1.5038620239765688
270,-0.22645595087125783,0.7493302763884928,-0.8446572447028722
271,-0.1913615961499194,-0.03895964850085409,-0.7536068608252885
272,-0.2107424833461594,1.1543413906800113,-1.4379078803610434
273,-0.2274622201947644,0.7830746170328785,-1.0730330310875846
274,-0.2180913122983266,0.41188686994463186,-1.3710355816139772
275,-0.22371262009961312,1.2046022821316027,-1.4258800481378862
276,-0.22791354586619553,1.0816369565047532,-0.16610999732476045
277,-0.2259593177123597,1.6897463271336772,-0.6694120352631963
278,-0.22705543227213001,0.355258101563846,-0.7176151796689734
279,-0.2070795022782368,3.2110075856920663,-1.524428698923035
280,-0.2262584390520571,3.915213251926549,-1.3817473914819285
281,-0.22403927844979044,0.7634365171496701,-1.140517433255675
282,-0.22260224789728555,0.9491747000621946,-1.1523935702831858
283,-0.2205175237229854,1.018178629719175,-1.419452962217116
284,-0.22597393444768135,1.6811573879705253,-1.3860321154291095
285,-0.19660446257290642,1.2231893287816253,-1.4154681689462383
286,-0.18712280069878454,3.2502837854584823,-0.6854797500651217
287,-0.0747295214309886,-0.1838361274020317,-1.1773209568440879
288,-0.22651650364664835,-0.5019762570148071,-0.3296334262517929
